season,vq22,vq22a,vq23,vq23_1,vq24_1,vq24_2,vq24_3,vq24_4,vq24_5,vq24_6,vq24_7,vq24_8,vq24_9,vq24_10,vq25,vq26,vq26a_1,vq26a_2,vq26b,vq27,vq27a_1,vq27a_2,vq27a_3,vq27a_4,vq27a_5,vq28,vq28a_1,vq28a_2,vq28a_3,vq28a_4,vq28a_5,vq29,vq29a_1,vq29a_2,vq29a_3,vq29a_4,vq30,vq30a,q30,q30a,vq30b,vq30b_1_1,vq30b_1_2,vq30b_1_3,vq30b_1_4,vq30b_1_5,vq30c,vq30d,vq30e,vq30e_1_1,vq30e_1_2,vq30e_1_3,vq30e_1_4,vq30e_1_5,vb1,vb2,vb3,vb4,vb5,vb6,vb7,w
1,8,7,1,1,17,,,,,,,,,,1,1,1,,3,1,4,,,,,2,,,,,,2,,,,,14,13,90000,80000,1,,,,,,9,1,1,,,,,,6,5,3,2,7,1,2,0.693268
1,7,6,1,1,12,,,,,,,,,,1,3,,2,9,1,2,,,,,2,,,,,,2,,,,,14,14,90000,90000,1,,,,,,9,1,1,,,,,,9,5,13,2,8,2,2,0.524735
1,21,20,1,1,15,,,,,,,,,,1,3,,2,3,4,,,,,,2,,,,,,2,,,,,88,0,100000,0,1,,,,,,1,6,2,4,,,,,11,3,13,2,1,7,1,2.603502
1,5,4,1,1,12,,,,,,,,,,1,3,,2,65,4,,,,,,1,2,4,,,,2,,,,,15,0,100000,0,1,,,,,,1,9,1,,,,,,8,6,2,2,10,2,2,0.239613
3,90,89,1,1,2,,,,,,,,,,2,,,,,3,6,,,,,2,,,,,,2,,,,,15,5,100000,25000,1,,,,,,12,14,1,,,,,,5,6,5,2,10,4,1,1
4,42,41,1,1,2,,,,,,,,,,2,,,,,3,2,,,,,2,,,,,,2,,,,,15,5,100000,25000,13,3,,,,,1,9,1,,,,,,10,3,2,2,10,5,1,1
1,70,69,1,1,2,,,,,,,,,,2,,,,,3,6,,,,,2,,,,,,2,,,,,15,5,100000,25000,1,,,,,,6,11,1,,,,,,8,6,2,2,10,4,1,2.495017
1,5,4,1,1,7,,,,,,,,,,1,1,1,,7,1,1,6,,,,2,,,,,,2,,,,,15,11,100000,60000,5,1,2,,,,9,11,1,,,,,,8,3,11,2,5,6,2,0.240647
1,10,8,1,1,23,24,,,,,,,,,1,3,,2,7,1,1,3,,,,2,,,,,,2,,,,,15,11,100000,60000,7,2,,,,,7,10,4,4,,,,,6,4,11,2,1,6,2,0.793754
1,12,11,1,1,23,,,,,,,,,,1,3,,1,13,1,1,3,,,,2,,,,,,2,,,,,15,11,100000,60000,1,,,,,,88,1,1,,,,,,3,5,14,1,2,2,2,0.91193
1,11,10,1,2,26,,,,,,,,,,1,3,,2,3,1,6,,,,,2,,,,,,2,,,,,15,12,100000,70000,10,1,2,3,5,,9,1,1,,,,,,8,2,11,2,1,3,2,0.436005
1,10,9,1,1,15,,,,,,,,,,1,3,,2,8,1,5,,,,,1,1,6,,,,2,,,,,15,14,100000,90000,4,1,5,,,,8,11,1,,,,,,6,5,3,2,6,5,2,0.79283
4,122,121,1,2,25,,,,,,,,,,4,,,,,4,,,,,,1,2,,,,,2,,,,,16,0,110000,0,1,,,,,,1,11,1,,,,,,3,5,14,1,1,6,1,1
1,90,89,1,1,15,,,,,,,,,,3,,,,,4,,,,,,2,,,,,,2,,,,,16,0,110000,0,1,,,,,,1,2,1,,,,,,6,6,2,2,8,2,2,1.984825
1,5,4,1,1,12,,,,,,,,,,1,1,1,,4,4,,,,,,1,2,3,4,6,,2,,,,,16,0,110000,0,1,,,,,,7,1,1,,,,,,4,6,5,1,6,6,2,0.379007
1,12,10,1,1,21,24,,,,,,,,,1,1,1,,9,4,,,,,,1,2,4,5,6,7,2,,,,,16,0,110000,0,1,,,,,,1,1,1,,,,,,5,5,11,2,1,19,2,1.131211
1,5,4,1,1,13,,,,,,,,,,1,1,1,,7,1,1,2,,,,2,,,,,,2,,,,,16,6,110000,30000,13,2,,,,,7,14,1,,,,,,5,4,11,2,7,10,2,0.623766
1,15,14,1,1,15,61,,,,,,,,,2,,,,,1,4,6,,,,2,,,,,,2,,,,,16,15,110000,100000,1,,,,,,9,88,1,,,,,,6,5,11,2,6,6,2,0.793754
4,40,39,1,1,16,,,,,,,,,,3,,,,,4,,,,,,2,,,,,,2,,,,,17,0,120000,0,1,,,,,,13,3,1,,,,,,11,5,13,2,10,2,1,1
1,90,89,1,1,15,,,,,,,,,,4,,,,,4,,,,,,1,2,,,,,2,,,,,17,0,120000,0,1,,,,,,1,4,1,,,,,,3,3,14,1,2,19,2,2.308555
1,12,10,1,1,15,,,,,,,,,,3,,,,,4,,,,,,1,1,2,4,7,,2,,,,,17,0,120000,0,1,,,,,,1,10,1,,,,,,7,5,2,2,10,5,2,0.43505
3,86,85,1,1,15,,,,,,,,,,3,,,,,3,6,,,,,2,,,,,,2,,,,,88,88,120000,5000,1,,,,,,14,8,16,65,,,,,10,3,11,2,1,3,2,1
1,21,20,1,2,30,,,,,,,,,,3,,,,,3,1,4,6,,,1,4,5,6,,,2,,,,,17,10,120000,51250,14,3,4,,,,10,10,9,4,,,,,8,4,4,3,8,19,2,0.877336
1,10,9,1,1,17,20,,,,,,,,,1,3,,2,7,1,1,5,,,,2,,,,,,2,,,,,17,12,120000,70000,1,,,,,,1,8,1,,,,,,3,5,14,1,1,2,2,0.91193
1,10,9,1,1,19,23,62,,,,,,,,1,1,1,,7,1,1,3,4,,,2,,,,,,2,,,,,17,16,120000,110000,1,,,,,,9,7,1,,,,,,10,3,13,4,3,1,2,0.593056
1,11,10,1,2,60,,,,,,,,,,1,3,,2,8,2,4,,,,,2,,,,,,2,,,,,17,16,120000,110000,8,2,,,,,11,9,1,,,,,,9,3,6,2,10,2,2,0.598975
1,12,11,1,1,64,,,,,,,,,,1,3,,2,3,1,3,4,,,,2,,,,,,2,,,,,18,16,130000,110000,13,1,2,,,,9,1,1,,,,,,8,5,1,2,9,3,2,0.436005
1,7,6,1,1,9,,,,,,,,,,1,3,,2,3,1,2,,,,,2,,,,,,2,,,,,18,17,130000,120000,1,,,,,,9,11,1,,,,,,6,4,11,2,4,22,2,0.080041
1,20,19,1,1,29,6,,,,,,,,,1,3,,1,4,4,,,,,,1,2,4,6,,,2,,,,,19,0,140000,0,11,1,2,5,,,1,7,1,,,,,,6,5,3,2,10,1,2,1.588136
1,18,17,1,1,2,,,,,,,,,,3,,,,,3,3,,,,,2,,,,,,2,,,,,19,6,140000,30000,12,1,2,3,4,,1,10,1,,,,,,6,4,4,2,9,4,1,3.180373
1,14,13,1,2,20,28,64,,,,,,,,1,1,1,,3,4,,,,,,2,,,,,,2,,,,,20,0,150000,0,1,,,,,,88,8,1,,,,,,10,4,13,2,8,3,2,0.595468
1,6,5,1,1,12,,,,,,,,,,1,3,,2,7,4,,,,,,1,2,4,,,,2,,,,,20,0,150000,0,1,,,,,,10,7,1,,,,,,7,6,2,2,10,2,1,0.868193
1,5,4,1,1,12,,,,,,,,,,1,3,,2,7,1,2,,,,,2,,,,,,2,,,,,20,15,150000,100000,14,1,2,,,,10,7,1,,,,,,8,3,4,2,7,6,2,0.240647
1,10,9,1,2,62,,,,,,,,,,1,3,,2,3,1,2,,,,,2,,,,,,2,,,,,20,20,150000,150000,1,,,,,,88,3,1,,,,,,10,1,11,3,1,6,2,0.594857
1,60,59,1,1,15,,,,,,,,,,3,,,,,4,,,,,,2,,,,,,2,,,,,21,0,160000,0,12,4,,,,,1,10,1,,,,,,8,5,11,2,9,2,2,1.089134
1,11,10,1,2,64,,,,,,,,,,1,3,,2,7,1,5,,,,,2,,,,,,2,,,,,21,16,160000,110000,1,,,,,,1,1,1,,,,,,10,4,13,2,10,19,1,1.1976
1,12,11,1,2,60,,,,,,,,,,1,3,,2,4,1,1,,,,,2,,,,,,2,,,,,21,20,160000,150000,1,,,,,,1,3,1,,,,,,8,5,13,2,8,2,2,0.433686
1,210,209,1,2,16,,,,,,,,,,4,,,,,4,,,,,,1,2,4,7,,,2,,,,,22,0,170000,0,10,2,3,,,,14,8,1,,,,,,4,6,12,2,1,12,2,1.723518
1,15,14,1,1,62,,,,,,,,,,1,3,,2,7,4,,,,,,1,1,2,4,7,,2,,,,,22,0,170000,0,1,,,,,,1,4,6,2,4,,,,5,6,4,2,6,6,1,2.207603
1,30,29,1,1,21,28,,,,,,,,,1,3,,2,4,3,3,,,,,1,1,2,,,,2,,,,,22,15,170000,100000,5,2,,,,,1,10,6,4,,,,,7,5,11,2,1,2,2,0.870348
1,15,14,1,1,64,,,,,,,,,,1,1,1,,7,1,5,,,,,2,,,,,,2,,,,,22,21,170000,160000,1,,,,,,1,13,1,,,,,,10,6,13,4,8,9,2,0.595981
1,12,10,1,1,20,62,,,,,,,,,1,1,1,,7,1,1,,,,,2,,,,,,2,,,,,22,22,170000,170000,1,,,,,,9,3,1,,,,,,8,3,11,2,1,4,2,0.434768
1,17,16,1,1,61,,,,,,,,,,1,3,,2,7,1,4,,,,,2,,,,,,2,,,,,22,22,170000,170000,14,1,2,3,5,,11,4,1,,,,,,7,6,2,2,9,2,2,0.870348
1,19,18,1,1,61,,,,,,,,,,1,3,,2,7,3,5,,,,,2,,,,,,2,,,,,22,22,170000,170000,11,1,2,3,,,1,1,1,,,,,,8,6,2,2,10,3,1,1.99949
4,30,29,1,2,2,,,,,,,,,,2,,,,,4,,,,,,2,,,,,,2,,,,,22,0,200000,0,6,2,,,,,88,6,1,,,,,,5,6,3,1,9,1,1,1
