no,no_outtrip,vCASEID,season,vq22,vq22a,vq23,vq23a,vq24_1,vq24_2,vq24_3,vq24_4,vq24_5,vq24_6,vq24_7,vq24_8,vq24_9,vq24_10,vq25,vq26,vq26a_1,vq26a_2,vq26b,vq27,vq27a_1,vq27a_2,vq27a_3,vq27a_4,vq27a_5,vq28,vq28a_1,vq28a_2,vq28a_3,vq28a_4,vq28a_5,vq29,vq29a_1,vq29a_2,vq29a_3,vq29a_4,vq30,vq30a,vq30b,vq30b_1_1,vq30b_1_2,vq30b_1_3,vq30b_1_4,vq30b_1_5,vq30c,vq30d,vq30e,vq30f,vq30f_1_1,vq30f_1_2,vq30f_1_3,vq30f_1_4,vq30f_1_5,vb1,vb2,vb3,vb4,vb5,vb6,vb7,w
6805,335,92113864,2,4,3,1,2,12, , , , , , , , , ,1,3, ,2,12,2,2,3,4, , ,2, , , , , ,2,99, , , ,7,5,1, , , , , ,3,2,1,1, , , , , ,9,3,9,2,7,1,1,1.11226017467961
9966,552,93101452,2,5,4,1,1,12, , , , , , , , , ,1,3, ,2,4,2,2,3, , , ,2, , , , , ,2,99, , , ,8,5,1, , , , , ,5,9,1,1, , , , , ,7,3,2,2,10,1,1,.820816143299669
10188,567,93105039,2,7,6,1,2,12, , , , , , , , , ,1,3, ,2,4,3,4, , , , ,2, , , , , ,2,99, , , ,10,5,1, , , , , ,1,5,1,1, , , , , ,6,5,6,1,8,1,1,1.17061746625647
12319,745,92101023,3,6,5,1,1,12, , , , , , , , , ,1,3, ,1,1,2,4, , , , ,1,2,3,4, , ,2,99, , , ,8,5,1, , , , , ,9,3,1,1, , , , , ,6,5,3,2,7,3,2,.605347305122615
12402,757,92104173,3,4,3,2, ,12, , , , , , , , , ,1,3, ,1,8,3,4, , , , ,2, , , , , ,2,99, , , ,5,5,5,1,2, , , ,1,5,1,1, , , , , ,9,3,11,2,6,19,2,.619847849171104
13323,857,92137371,3,6,5,1,2,12, , , , , , , , , ,1,3, ,2,3,2,3, , , , ,1,3,6, , , ,2,99, , , ,9,5,3,5, , , , ,8,7,1,1, , , , , ,5,5,3,1,7,6,2,1.03335106248109
13396,869,92141349,3,5,4,2, ,12, , , , , , , , , ,1,3, ,2,8,2,1, , , , ,2, , , , , ,2,99, , , ,5,5,2,3, , , , ,8,1,1,1, , , , , ,8,2,11,2,5,19,2,.629764386967717
13475,876,92145000,3,5,4,2, ,12, , , , , , , , , ,1,3, ,1,3,3,4, , , , ,2, , , , , ,2,99, , , ,7,5,7,1,2, , , ,1,1,1,1, , , , , ,6,3,6,1,5,1,2,.67309508284244
14430,974,92234339,3,6,5,1,1,12, , , , , , , , , ,1,3, ,2,10,3,4, , , , ,1,4,7, , , ,2,99, , , ,11,5,1, , , , , ,11,8,1,8,1, , , , ,10,4,13,2,8,16,1,.371532919476724
15457,1089,94106347,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,4,2,3, , , , ,2, , , , , ,2,99, , , ,5,5,1, , , , , ,8,4,1,1, , , , , ,8,5,3,2,8,1,1,.772703926183972
17659,1345,94231317,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,4,2,2, , , , ,1,2,4, , , ,2,99, , , ,8,5,1, , , , , ,9,9,1,1, , , , , ,7,5,1,2,8,2,1,.734536274535982
17679,1348,94231757,3,6,5,1,1,12, , , , , , , , , ,1,3, ,2,3,3,2, , , , ,1,3, , , , ,2,99, , , ,10,5,1, , , , , ,9,11,1,1, , , , , ,8,3,4,3,10,16,1,.676355889978394
18766,1460,92115438,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,11,3,6, , , , ,1,1,3,4,6, ,2,99, , , ,10,5,1, , , , , ,7,5,1,1, , , , , ,8,4,11,2,5,3,2,.516674414979084
19061,1508,92125957,4,8,7,1,2,12, , , , , , , , , ,1,3, ,2,7,2,2,3,4, , ,1,2,4,7, , ,2,99, , , ,8,5,4,1,2,3,5, ,9,6,1,1, , , , , ,8,5,13,2,8,19,1,.962615779813284
20450,1662,92234913,4,5,4,1,2,12, , , , , , , , , ,1,3, ,2,3,3,3, , , , ,2, , , , , ,2,99, , , ,6,5,1, , , , , ,3,5,1,1, , , , , ,6,5,4,2,9,16,1,1.01360317044292
22581,1911,95126606,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,3,3,2, , , , ,2, , , , , ,2,99, , , ,13,5,4,2,3, , , ,11,10,1,9,4, , , , ,8,3,2,2,10,16,1,.682993895808126
23445,2014,95211039,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,4,3,5, , , , ,1,1, , , , ,2,99, , , ,6,5,1, , , , , ,6,13,1,1, , , , , ,7,5,6,2,7,9,2,.535005957059721
7202,362,92124940,2,5,4,1,1,13, , , , , , , , , ,1,3, ,2,7,2,1,3,5, , ,1,6, , , , ,2,99, , , ,8,5,1, , , , , ,1,1,1,1, , , , , ,3,5,3,1,6,16,2,.884904905581672
12476,765,92106414,3,6,5,1,2,13, , , , , , , , , ,1,3, ,1,1,3,1, , , , ,1,1, , , , ,2,99, , , ,6,5,1, , , , , ,1,6,1,1, , , , , ,8,5,1,1,9,1,2,.542630779995468
16534,1226,94212437,3,6,5,1,1,13, , , , , , , , , ,1,3, ,2,1,3,6, , , , ,1,2,4, , , ,2,99, , , ,11,5,8,2,5, , , ,10,7,3,3,4, , , , ,5,5,3,2,7,3,2,1.08655712942272
17659,1346,94231317,3,4,3,1,1,13, , , , , , , , , ,1,3, ,2,4,2,2, , , , ,1,2,4, , , ,2,99, , , ,6,5,1, , , , , ,9,9,1,1, , , , , ,7,5,1,2,8,2,1,1.11141138515199
20424,1658,92233768,4,5,4,1,2,13, , , , , , , , , ,1,3, ,2,3,3,3,4, , , ,2, , , , , ,2,99, , , ,11,5,10,1,2,5, , ,13,11,1,8,65, , , , ,6,3,6,3,6,12,2,.70342352896379
22897,1944,95202221,4,6,5,1,1,13, , , , , , , , , ,1,3, ,2,5,2,3, , , , ,1,3,6, , , ,2,99, , , ,10,5,1, , , , , ,9,10,1,1, , , , , ,4,6,3,1,7,11,2,1.49072913612124
19611,1575,92201396,4,5,4,1,2,2, , , , , , , , , ,1,3, ,2,3,2,3,4, , , ,2, , , , , ,2,99, , , ,10,6,1, , , , , ,1,1,1,1, , , , , ,11,3,13,2,6,5,1,.40757445776156
22514,1906,95125030,4,5,4,1,2,2, , , , , , , , , ,1,3, ,2,4,2,4, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,7,1,1,1, , , , , ,8,4,6,1,9,1,2,.529205948742766
23490,2020,95211925,4,5,4,1,1,2, , , , , , , , , ,1,3, ,2,12,2,1,4, , , ,2, , , , , ,2,99, , , ,8,6,11,1, , , , ,1,11,1,1, , , , , ,9,3,4,2,10,20,1,.522289322920201
24125,2070,95223560,4,5,4,1,2,2, , , , , , , , , ,1,3, ,2,7,2,2, , , , ,2, , , , , ,2,99, , , ,6,6,8,2, , , , ,7,1,1,1, , , , , ,8,3,11,2,6,6,2,.498477157788843
24242,2081,95225893,4,4,3,3, ,2, , , , , , , , , ,1,3, ,2,8,2,4, , , , ,2, , , , , ,2,99, , , ,5,6,1, , , , , ,1,1,1,1, , , , , ,9,2,13,2,2,2,1,1.15597662021689
24323,2089,95227797,4,7,6,1,2,2, , , , , , , , , ,1,3, ,2,3,2,4, , , , ,2, , , , , ,2,99, , , ,7,6,3,2,3, , , ,4,7,1,1, , , , , ,10,3,13,2,5,5,2,.517577015358764
7528,392,92134892,2,5,4,1,1,4, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,1,1,1,1, , , , , ,11,2,13,4,6,3,1,.428279678899034
10111,561,93103497,2,5,4,1,1,4, , , , , , , , , ,1,3, ,1,3,1,2,4, , , ,2, , , , , ,2,99, , , ,5,6,1, , , , , ,1,11,1,1, , , , , ,2,3,12,1,2,6,1,5.2048526649466
10693,613,93114050,2,7,6,1,1,4, , , , , , , , , ,1,3, ,2,3,1,2,3,4, , ,2, , , , , ,2,99, , , ,7,6,1, , , , , ,1,1,1,1, , , , , ,9,2,11,2,5,2,2,.382967389614948
13009,831,92125419,3,7,6,1,1,4, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2,99, , , ,8,6,1, , , , , ,4,6,1,1, , , , , ,10,2,11,2,5,3,2,.395626186084139
19029,1503,92124697,4,5,4,1,1,4, , , , , , , , , ,1,3, ,2,3,1,1,2, , , ,1,1, , , , ,2,99, , , ,8,6,1, , , , , ,1,8,1,1, , , , , ,11,1,11,2,4,1,2,.447429215904983
23340,1997,95209157,4,5,4,1,1,4, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2,99, , , ,9,6,2,3,5, , , ,1,1,1,1, , , , , ,7,3,6,2,7,7,1,.694992297503485
1568,87,92123723,1,5,4,1,1,5, , , , , , , , , ,1,3, ,2,4,1,1,2,3, , ,2, , , , , ,2,99, , , ,5,6,1, , , , , ,1,7,1,1, , , , , ,8,3,4,2,8,3,1,.649872258997178
10165,564,93104562,2,5,4,1,1,5, , , , , , , , , ,1,3, ,2,3,1,3,4, , , ,2, , , , , ,2,99, , , ,7,6,1, , , , , ,1,1,1,1, , , , , ,9,2,11,2,4,1,2,.301569018102878
13424,871,92143041,3,5,4,1,2,5, , , , , , , , , ,1,3, ,2,7,1,3, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,7,3,1,1, , , , , ,9,5,13,2,3,1,1,.439830087154179
8188,446,92208236,2,5,4,1,2,9, , , , , , , , , ,1,3, ,2,3,1,3, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,1,4,1,1, , , , , ,9,3,6,2,5,20,1,.639701118405706
8781,480,92226698,2,5,4,1,1,9, , , , , , , , , ,1,3, ,2,4,1,3, , , , ,2, , , , , ,2,99, , , ,5,6,1, , , , , ,6,5,1,1, , , , , ,11,5,13,2,6,16,1,.41781580623029
10371,588,93108171,2,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,6, , , , ,2, , , , , ,2,99, , , ,6,6,4,1, , , , ,7,1,1,1, , , , , ,8,3,4,2,8,1,1,.820816143299669
11470,678,93207744,2,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,2, , , , ,2, , , , , ,2,99, , , ,6,6,5,1,2, , , ,9,1,1,1, , , , , ,8,3,3,2,5,10,2,.493290995015769
11585,687,93209787,2,5,4,1,1,9, , , , , , , , , ,1,3, ,2,9,1,6, , , , ,2, , , , , ,2,99, , , ,7,6,1, , , , , ,1,1,1,1, , , , , ,2,5,14,1,1,20,2,3.73759939507226
11590,688,93209843,2,5,4,1,1,9, , , , , , , , , ,1,3, ,2,7,1,4, , , , ,2, , , , , ,2,99, , , ,7,6,6,3,5, , , ,1,11,1,1, , , , , ,6,3,4,2,6,16,1,.856127229460849
12241,740,93221788,2,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,1,2,3,4,5,2, , , , , ,2,99, , , ,6,6,5,2, , , , ,1,9,1,1, , , , , ,6,5,4,2,8,16,2,.494900547401151
15085,1037,94100331,3,5,4,1,1,9, , , , , , , , , ,1,3, ,2,4,1,4, , , , ,2, , , , , ,2,99, , , ,8,6,1, , , , , ,11,14,1,1, , , , , ,10,4,2,4,10,15,1,.420546790388237
16098,1170,94205777,3,5,4,1,1,9, , , , , , , , , ,1,3, ,2,6,1,3, , , , ,2, , , , , ,2,99, , , ,5,6,1, , , , , ,8,1,1,1, , , , , ,11,1,11,4,2,16,2,.443440965360903
16939,1269,94219151,3,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,3,4, , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,6,9,1,1, , , , , ,6,5,4,2,10,20,1,.835158135702763
19658,1583,92203006,4,5,4,1,1,9, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,8,7,1,1, , , , , ,8,4,1,2,8,4,2,.520974714093893
20072,1626,92219215,4,5,4,1,1,9, , , , , , , , , ,1,3, ,2,4,1,1,3, , , ,2, , , , , ,2,99, , , ,6,6,6,1,2, , , ,1,10,1,4,2, , , , ,8,5,1,2,9,10,1,.705601018808245
20701,1690,92245836,4,6,5,1,2,9, , , , , , , , , ,1,3, ,2,7,1,3,4, , , ,2, , , , , ,2,99, , , ,12,6,1, , , , , ,10,1,1,1, , , , , ,9,5,13,2,10,16,2,.478349410467357
20737,1693,92247092,4,6,5,1,2,9, , , , , , , , , ,1,3, ,2,3,1,3, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,8,4,1,1, , , , , ,10,3,11,2,4,16,2,.506828362010308
21353,1761,95104551,4,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2,99, , , ,7,6,1, , , , , ,9,1,1,1, , , , , ,8,3,5,2,9,16,2,.514005535898401
23072,1966,95204855,4,5,4,1,1,9, , , , , , , , , ,1,3, ,2,11,1,6, , , , ,2, , , , , ,2,99, , , ,5,6,1, , , , , ,1,5,1,1, , , , , ,11,1,13,2,4,22,1,.0477484072368111
24210,2080,95225349,4,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,1,2,4, , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,1,8,1,1, , , , , ,11,1,13,2,1,6,1,.38705292432825
5891,265,92255099,1,5,4,1,1,12, , , , , , , , , ,1,3, ,2,1,1,1,2,3,5, ,1,1, , , , ,2,99, , , ,21,6,1, , , , , ,1,1,1,1, , , , , ,8,3,11,1,6,5,2,.558817678432669
7414,385,92131278,2,4,3,1,1,12, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2,99, , , ,10,6,1, , , , , ,9,10,1,1, , , , , ,5,5,5,1,6,19,2,2.27932817575844
13808,916,92209841,3,4,3,1,1,12, , , , , , , , , ,1,3, ,1,4,1,1,2,3, , ,1,1, , , , ,2,99, , , ,6,6,1, , , , , ,1,6,1,1, , , , , ,7,6,1,2,9,9,1,1.12676204343016
14030,937,92218707,3,5,4,2, ,12, , , , , , , , , ,1,3, ,2,3,1,4,6, , , ,1,3,6, , , ,2,99, , , ,7,6,1, , , , , ,7,1,1,1, , , , , ,8,3,5,3,4,16,2,.554884961253477
14579,994,92240137,3,5,4,1,1,12, , , , , , , , , ,1,3, ,1,4,1,3, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,1,9,1,1, , , , , ,2,5,14,1,2,18,1,5.11278661270941
16693,1248,94215144,3,5,4,1,1,12, , , , , , , , , ,1,3, ,2,5,1,3, , , , ,2, , , , , ,2,99, , , ,8,6,1, , , , , ,1,6,1,1, , , , , ,11,5,13,4,5,3,1,.391578099824269
21649,1792,95109272,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,8,1,3, , , , ,2, , , , , ,2,99, , , ,5,6,1, , , , , ,1,3,1,1, , , , , ,9,3,11,2,2,3,2,.374161748844871
23106,1969,95205321,4,3,2,2, ,12, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,1,7,1,1, , , , , ,4,5,6,1,6,7,2,1.88914256227847
4025,188,92219520,1,5,4,1,1,13, , , , , , , , , ,1,3, ,2,4,1,2,3, , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,1,4,3,1, , , , , ,6,4,4,2,9,20,1,.976260631842164
7785,413,92143936,2,5,4,1,2,13, , , , , , , , , ,1,3, ,2,8,1,6, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,1,1,1,1, , , , , ,11,4,13,4,8,6,1,.416942696268359
8575,467,92219961,2,5,4,1,1,13, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2,99, , , ,12,6,1, , , , , ,1,1,1,1, , , , , ,8,2,6,2,6,12,2,.493187061658078
9089,499,92235817,2,5,4,1,2,13, , , , , , , , , ,1,3, ,2,2,1,3, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,9,10,1,1, , , , , ,5,5,4,2,8,16,1,2.4361684023509
12502,769,92107448,3,5,4,1,1,13, , , , , , , , , ,1,3, ,1,3,1,5, , , , ,2, , , , , ,2,99, , , ,8,6,1, , , , , ,1,5,1,1, , , , , ,6,5,11,1,6,19,2,.722739689285589
12528,772,92108339,3,5,4,1,1,13, , , , , , , , , ,1,3, ,1,11,1,3, , , , ,2, , , , , ,2,99, , , ,12,6,1, , , , , ,11,4,1,1, , , , , ,6,6,1,3,7,1,2,.67309508284244
13641,904,92203518,3,5,4,1,1,13, , , , , , , , , ,1,3, ,2,7,1,4, , , , ,2, , , , , ,2,99, , , ,9,6,1, , , , , ,1,12,1,1, , , , , ,9,3,13,2,2,16,2,.360951093628038
14127,949,92222702,3,5,4,1,1,13, , , , , , , , , ,1,3, ,2,4,1,5, , , , ,2, , , , , ,2,99, , , ,7,6,1, , , , , ,9,3,1,1, , , , , ,6,3,5,2,5,20,2,.685219248301141
14298,966,92229514,3,5,4,1,2,13, , , , , , , , , ,1,3, ,2,1,1,2, , , , ,2, , , , , ,2,99, , , ,8,6,1, , , , , ,9,5,1,1, , , , , ,6,3,5,2,8,8,2,.635172080027164
17149,1294,94222307,3,5,4,1,1,13, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,9,6,10,1, , , , ,9,1,1,1, , , , , ,11,6,13,2,8,6,1,.372403470135727
18480,1425,92105814,4,5,4,1,1,13, , , , , , , , , ,1,3, ,2,7,1,6, , , , ,2, , , , , ,2,99, , , ,11,6,1, , , , , ,1,5,1,1, , , , , ,9,6,13,2,8,1,2,.38323674937285
19471,1559,92143931,4,5,4,1,1,13, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,7,6,2,5, , , , ,1,1,1,1, , , , , ,11,5,13,2,9,1,1,.410912931179007
20569,1677,92239382,4,5,4,1,1,13, , , , , , , , , ,1,3, ,2,8,1,5, , , , ,2, , , , , ,2,99, , , ,7,6,1, , , , , ,1,2,1,1, , , , , ,9,4,13,2,7,20,2,.375795585846244
21435,1767,95105919,4,5,4,1,1,13, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,6,6,6,1, , , , ,1,5,1,4,4, , , , ,8,4,4,2,7,1,1,.703191711709699
21560,1781,95107725,4,5,4,1,1,13, , , , , , , , , ,1,3, ,2,4,1,6, , , , ,2, , , , , ,2,99, , , ,12,6,1, , , , , ,5,9,1,1, , , , , ,11,3,13,3,6,14,2,.442030598193877
22690,1928,95129040,4,5,4,1,2,13, , , , , , , , , ,1,3, ,2,7,1,1,2,3,4,6,1,1, , , , ,2,99, , , ,8,6,1, , , , , ,6,1,1,1, , , , , ,6,4,5,2,7,1,2,.769908245663642
23344,1998,95209213,4,5,4,1,1,13, , , , , , , , , ,1,3, ,2,2,1,6, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,1,1,1,1, , , , , ,5,5,5,1,6,10,2,1.18080211615823
23630,2032,95214224,4,5,4,1,1,13, , , , , , , , , ,1,3, ,2,1,1,2, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,11,1,1,1, , , , , ,11,5,13,2,7,12,1,.375428923868248
24160,2075,95224259,4,6,5,1,1,13, , , , , , , , , ,1,3, ,2,11,1,1, , , , ,2, , , , , ,2,99, , , ,7,6,1, , , , , ,1,5,1,1, , , , , ,6,4,6,2,7,20,2,.970193842196746
16479,1220,94211597,3,4,3,3, ,1,2, , , , , , , , ,1,3, ,2,4,2,1,2,3, , ,1,1,2,3,4,5,2,99, , , ,10,6,10,1,2,4, , ,5,10,1,2,3, , , , ,5,5,1,2,8,21,1,2.0069923498321
20557,1675,92238894,4,5,4,1,1,1, , , , , , , , , ,1,3, ,2,10,2,1,2, , , ,1,3,6, , , ,2,99, , , ,10,6,1, , , , , ,10,1,1,1, , , , , ,10,4,13,2,7,20,2,.398168905526755
8143,443,92206787,2,7,6,1,1,2, , , , , , , , , ,1,3, ,2,3,3,2,3,4, , ,2, , , , , ,2,99, , , ,6,6,6,2, , , , ,8,9,1,1, , , , , ,10,1,11,2,3,4,2,.396902444444797
13140,842,92130021,3,8,7,1,2,2, , , , , , , , , ,1,3, ,1,3,3,4, , , , ,2, , , , , ,2,99, , , ,8,6,7,1,2,3,4,5,8,9,1,1, , , , , ,8,4,2,2,8,3,1,.694930406262713
13582,898,92201396,3,7,6,1,2,2, , , , , , , , , ,1,3, ,2,3,2,4, , , , ,2, , , , , ,2,99, , , ,11,6,1, , , , , ,8,1,1,1, , , , , ,11,3,13,2,9,5,1,.396384387273488
16060,1165,94205347,3,8,7,1,1,2, , , , , , , , , ,1,3, ,2,7,2,6, , , , ,2, , , , , ,2,99, , , ,8,6,5,2,3, , , ,1,1,1,1, , , , , ,11,4,13,2,3,18,2,.432886385961414
18074,1372,94238906,3,8,7,1,1,2, , , , , , , , , ,1,3, ,2,7,2,6, , , , ,2, , , , , ,2,99, , , ,8,6,1, , , , , ,1,1,1,1, , , , , ,9,3,13,2,1,7,1,.379534129707628
18316,1401,94245185,3,6,5,3, ,2, , , , , , , , , ,1,3, ,2,4,2,2, , , , ,2, , , , , ,2,99, , , ,6,6,1, , , , , ,9,5,1,1, , , , , ,11,5,13,2,7,20,2,.441459043105356
19218,1525,92132100,4,5,4,1,1,2, , , , , , , , , ,1,3, ,2,3,3,4, , , , ,2, , , , , ,2,99, , , ,7,6,4,2,3, , , ,9,7,1,1, , , , , ,8,3,2,2,7,3,2,.516674414979084
23198,1985,95206754,4,5,4,1,2,2, , , , , , , , , ,1,3, ,2,7,3,2, , , , ,2, , , , , ,2,99, , , ,11,6,1, , , , , ,9,8,1,1, , , , , ,7,4,4,2,5,2,2,.547713874681096
3893,180,92217225,1,7,6,1,1,7, , , , , , , , , ,1,3, ,2,10,3,6, , , , ,2, , , , , ,2,99, , , ,9,6,5,4, , , , ,10,6,1,1, , , , , ,9,3,9,3,5,20,1,.656782238086296
18059,1370,94238662,3,10,9,1,1,8, , , , , , , , , ,1,3, ,2,3,3,3,4, , , ,2, , , , , ,2,99, , , ,11,6,10,4, , , , ,11,3,1,1, , , , , ,6,3,2,2,9,20,1,1.10039830363171
707,44,92109806,1,5,4,1,1,9, , , , , , , , , ,1,3, ,2,3,3,4, , , , ,2, , , , , ,2,99, , , ,6,6,4,3,5, , , ,7,10,1,4,3,4, , , ,8,3,11,2,3,2,2,.546688846442134
1405,77,92121019,1,5,4,1,1,9, , , , , , , , , ,1,3, ,2,4,2,2,3, , , ,2, , , , , ,2,99, , , ,7,6,1, , , , , ,10,10,1,1, , , , , ,10,2,6,2,6,1,1,.460906445451749
724,45,92110014,1,6,5,1,1,12, , , , , , , , , ,1,3, ,2,7,3,2, , , , ,2, , , , , ,2,99, , , ,10,6,4,1,2, , , ,7,4,2,1, , , , , ,9,4,13,2,5,3,2,.4565360346694
2005,106,92130743,1,5,4,1,1,12, , , , , , , , , ,1,3, ,2,5,3,1,4, , , ,2, , , , , ,2,99, , , ,8,6,1, , , , , ,5,2,1,1, , , , , ,10,4,13,2,6,14,2,.460160822492574
8916,489,92230985,2,5,4,1,1,12, , , , , , , , , ,1,3, ,2,1,3,3, , , , ,2, , , , , ,2,99, , , ,8,6,5,4, , , , ,4,11,3,1, , , , , ,9,3,11,2,8,7,2,.266765623775117
12549,775,92108967,3,5,4,1,1,12, , , , , , , , , ,1,3, ,1,4,2,6, , , , ,1,3, , , , ,2,99, , , ,9,6,2,3,5, , , ,1,7,1,1, , , , , ,6,6,2,2,8,1,1,.820380974310195
13444,872,92143785,3,7,6,1,1,12, , , , , , , , , ,1,3, ,2,4,3,3, , , , ,1,3, , , , ,2,99, , , ,15,6,2,3, , , , ,4,4,1,10,3, , , , ,6,5,3,2,10,19,1,.814991127239401
16933,1268,94219108,3,6,5,1,1,12, , , , , , , , , ,1,3, ,2,10,3,2,3, , , ,1,2,4,7, , ,1,3, , , ,6,6,1, , , , , ,10,12,1,1, , , , , ,6,5,11,2,2,20,2,.633959286592422
19437,1553,92142490,4,5,4,1,2,12, , , , , , , , , ,1,3, ,2,4,3,3, , , , ,2, , , , , ,2,99, , , ,7,6,1, , , , , ,1,4,1,1, , , , , ,7,3,9,2,7,3,1,.686540215825031
23216,1987,95207097,4,5,4,1,1,12, , , , , , , , , ,1,3, ,2,7,2,4, , , , ,2, , , , , ,2,99, , , ,10,6,1, , , , , ,88,1,1,1, , , , , ,11,1,11,2,1,15,2,.438335725652949
8952,492,92232021,2,5,4,1,2,13, , , , , , , , , ,1,3, ,2,7,3,1, , , , ,2, , , , , ,1,3, , , ,12,6,8,4, , , , ,9,9,4,7,3, , , , ,8,3,5,2,8,8,2,.466982800931649
12727,798,92114533,3,5,4,1,2,13, , , , , , , , , ,1,3, ,2,2,3,2,3, , , ,2, , , , , ,2,99, , , ,22,6,1, , , , , ,7,5,1,1, , , , , ,10,3,2,2,10,1,1,.424458409899303
23467,2016,95211413,4,8,7,3, ,2, , , , , , , , , ,1,3, ,2,3,2,4,6, , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,1,7,1,1, , , , , ,11,4,13,2,3,4,1,.519848448665022
6536,312,92107290,2,5,4,1,1,4, , , , , , , , , ,1,3, ,2,3,1,2,4, , , ,2, , , , , ,2,99, , , ,10,7,1, , , , , ,1,7,1,1, , , , , ,7,3,9,2,8,1,1,.820816143299669
8834,485,92228225,2,5,4,1,1,4, , , , , , , , , ,1,3, ,2,7,1,5, , , , ,2, , , , , ,2,99, , , ,9,7,4,1, , , , ,1,13,1,1, , , , , ,6,5,3,2,7,20,2,.525703790045564
10604,609,93112387,2,5,4,1,1,4, , , , , , , , , ,1,3, ,2,2,1,3,6, , , ,2, , , , , ,2,99, , , ,6,7,1, , , , , ,1,1,1,1, , , , , ,6,4,4,2,8,19,1,.969930480580198
10777,620,93115655,2,5,4,1,1,4, , , , , , , , , ,1,3, ,2,3,1,1, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,11,5,1,1, , , , , ,6,5,6,2,10,1,1,.913086447126717
11579,686,93209683,2,5,4,1,1,4, , , , , , , , , ,1,3, ,2,3,1,3, , , , ,2, , , , , ,2,99, , , ,7,7,1, , , , , ,7,1,1,1, , , , , ,11,1,13,2,2,8,1,.422162836551892
15158,1046,94101179,3,5,4,1,1,4, , , , , , , , , ,1,3, ,1,5,1,5, , , , ,1,1,6, , , ,2,99, , , ,8,7,5,4, , , , ,1,1,1,1, , , , , ,3,6,14,1,2,15,2,1.56728837459901
15979,1155,94204343,3,5,4,1,1,4, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,8,7,1, , , , , ,88,1,1,1, , , , , ,11,1,13,2,2,1,1,.402830191732715
19356,1545,92138241,4,5,4,1,2,4, , , , , , , , , ,1,3, ,2,3,1,6, , , , ,2, , , , , ,2,99, , , ,10,7,9,2,3, , , ,5,9,1,1, , , , , ,7,3,11,2,5,1,2,.529205948742766
20238,1635,92226698,4,8,7,1,1,4, , , , , , , , , ,1,3, ,2,7,1,3, , , , ,2, , , , , ,2,99, , , ,15,7,1, , , , , ,9,5,1,1, , , , , ,11,5,13,2,5,16,1,.512894336737156
8039,437,92203518,2,5,4,1,1,5, , , , , , , , , ,1,3, ,2,3,1,1,2,3,4, ,2, , , , , ,2,99, , , ,7,7,3,2, , , , ,8,10,1,1, , , , , ,9,4,13,2,5,16,2,.282756850429755
11752,703,93212555,2,5,4,1,1,5, , , , , , , , , ,1,3, ,2,3,1,4, , , , ,2, , , , , ,2,99, , , ,6,7,1, , , , , ,1,1,1,1, , , , , ,10,5,11,4,6,16,2,.300976683751835
